id,synsetId,subSynsetId,modelId,split
039065,02691156,02690373,9a8aecab136ce50db7ef47444625afb2,test
039913,02691156,02690373,b2b1c1d5c757af8a7209009cfb89d4bd,test
039935,02691156,02690373,da9d111e1175d318bbf3143b1cb6076a,test
040536,02691156,02690373,e8409b544c626028a9b2becd26dc2fc1,test
040576,02691156,02690373,a805c30d4b09f11f62347b4731688b0f,test
040703,02691156,02690373,b3a59a941500e76535592b447835a16e,test
042333,02691156,02690373,fd41d04f1aabbaea3fddedb0bf24c68a,test
042350,02691156,02690373,ab95a4e7f2d3cf9ca8607f540cc62ba,test
042736,02691156,02690373,d5a94c9f09d238c4c3a35cee92bb95b,test
043390,02691156,02690373,571cfb1da3d5b3704b5910188444efc8,test
044259,02691156,02690373,af696fc30a96a0c8bc0909d98a1ff2b4,test
046993,02691156,02690373,4ff50b9f815c58acca8607f540cc62ba,test
047018,02691156,02690373,541ad6a69f87b134f4c1adce71073351,test
047037,02691156,02690373,9f5dda6f01bbe29bf810506e9ae2dcc2,test
047104,02691156,02690373,ba662ec78231c493252b4f9439ef95a6,test
047568,02691156,02690373,acd8f367c36a3d84fc7a6d75b3d807ff,test
047698,02691156,02690373,d2e2e23f5be557e2d1ab3b031c100cb1,test
047909,02691156,02690373,f39985959d394f8c863ab010b80d9ed,test
047985,02691156,02690373,56ba815f883279b462b600da24e0965,test
048056,02691156,02690373,356a633ea047c549ca8607f540cc62ba,test
048154,02691156,02690373,9ba460913d86466f62347b4731688b0f,test
048177,02691156,02690373,a04d10b24ede5e9a3de778e85611513b,test
048819,02691156,02690373,ce827e4c857d553f71d03b466c72ce41,test
050273,02691156,02690373,ca4ec545363b3b8e8c2814a4ead9cb90,test
050825,02691156,02690373,ecb4ae05d7dd135a619550d2af0b6117,test
050918,02691156,02690373,973df01cea43c7f690b1d6deb98feec6,test
000301,02691156,02867715,f13827d156628467b4cdad9a5bf52dd5,test
000566,02691156,02867715,1e0a24e1135e75a831518807a840c4f4,test
000753,02691156,02867715,2d3ecfb6d7ef2c45e08b03c50fd87acb,test
003813,02691156,02867715,9bd8d0fa75bc21c5e3375a6b96a1d765,test
004261,02691156,02867715,93ba822e84586999e3375a6b96a1d765,test
004587,02691156,02867715,cf61af3c52dae1e0651e8da9cf70afea,test
008123,02691156,02867715,5bc41589eba11a4e15477d594f1fbd99,test
008731,02691156,02867715,7e8be9c88e596b84198609c994ea801,test
009859,02691156,02867715,7805239ad1e40e07c69d7040c52664c5,test
010516,02691156,02867715,8951b4f9834869a6673a028ac04b7de3,test
010621,02691156,02867715,fe266c740580c102ff9ce0c50c2cd25a,test
010810,02691156,02867715,d844094b073a0452b04b2d1c5ce9783b,test
011128,02691156,02867715,79351c8f83f5a3abb2d09bc8d348e46b,test
012441,02691156,02867715,8f9fe8d7df1af4e057240bc6888ed016,test
012601,02691156,02867715,3255eb4c8ad868b3b378822897b79a81,test
016425,02691156,02867715,7eef160cf5e4188a5a8c25d312cc3c6a,test
016812,02691156,02867715,f9fc7fc23e62986fef6c510e24348d3b,test
019021,02691156,02867715,70f330ba02ad7a05bec2ed99cca9acdf,test
020561,02691156,02867715,52151d6a699ed1acecae07472b415b97,test
020922,02691156,02867715,92a83ecaa10e8d3f78e919a72d9a39e7,test
022297,02691156,02867715,bc58ff3369054fa68f52dc705c3109b9,test
022618,02691156,02867715,8700f6db654c5d2aca52e8e28cb200ce,test
024091,02691156,02867715,4c0f48d49805a37298a97ddfb532e08c,test
025632,02691156,02867715,aeb10a6725afb1abc79f92df566f8c6b,test
025684,02691156,02867715,46d2373fa05a4876bc913a3935f0ae10,test
025886,02691156,02867715,effbe2683574dca2b37a6cf3f07b9ff4,test
026101,02691156,02867715,6c432109eee42aed3b053f623496d8f5,test
026965,02691156,02867715,f62ad267cdd1a00a34b1f3550986bd42,test
027768,02691156,02867715,cbf4dc1c144ce656ffa79951b9f955a3,test
028117,02691156,02867715,5e77ccd7794465dacbbcf57b22894cc3,test
029985,02691156,02867715,aac4ceced7042e4c1a6d59f1fe711d12,test
030333,02691156,02867715,1c2e9dedbcf511e616a077c4c0fc1181,test
030424,02691156,02867715,d5e01850a9d1f3ac5fb48d488d5dfafd,test
030488,02691156,02867715,752d9a010346862551cfdb4c9f126c12,test
031250,02691156,02867715,396c8e232192a44be1a9c234926c21e2,test
031552,02691156,02867715,733db701650ed0d4651e8da9cf70afea,test
031801,02691156,02867715,14d9c576d06622198f52dc705c3109b9,test
033410,02691156,02867715,bddc2c1a4fae008947a1dbf5fd48a4dd,test
035730,02691156,02867715,5459029489f68030590874dcd9dc8481,test
036690,02691156,02867715,4a7b3bb0f7e4e13af7f031a34b185310,test
036997,02691156,02867715,caa7e70beee4543f42c20743f866e1a6,test
037740,02691156,02867715,3b2a19d782234467f9cc1fc25372199f,test
038010,02691156,02867715,97066012fbca5983c74417871493eae8,test
038495,02691156,02867715,95cfdf728da16975c5f6fdebb053ab2f,test
038545,02691156,02867715,5aeb583ee6e0e4ea42d0e83abdfab1fd,test
038968,02691156,02867715,7790715d4bc226f8b569b36137d81c9b,test
039442,02691156,02867715,ab7001e6d0321374b378822897b79a81,test
041338,02691156,02867715,5ac0cd21410b2a6a341877ff7a6c751f,test
042348,02691156,02867715,1af4b32eafffb0f7ee60c37cbf99c1c,test
042971,02691156,02867715,a87c4bebcad260edc05997f3aeab04c6,test
045777,02691156,02867715,a12179d6f8b753a934a446df7eff04e9,test
046373,02691156,02867715,914c308ac4a9156842c20743f866e1a6,test
047135,02691156,02867715,f66bf1a9b6d2d109a34fb3db6a11a22d,test
048045,02691156,02867715,4658a2fb7353f839643ae903098a314,test
048352,02691156,02867715,376e9480ebe635b1e98208adea7b4e8d,test
049781,02691156,02867715,ad66ac8155a316422068b7c500584ade,test
050892,02691156,02867715,b26c50c3dd4a1cbb16b34c3751bc447d,test
051596,02691156,02867715,19b219dbd2e4467828d4f2ffc8f17f3a,test
000002,02691156,03335030,1e6a71e0cb436a88a3a1394d6e3d2c63,test
000019,02691156,03335030,af04f04964fc2f1b64a62403221fd59f,test
000097,02691156,03335030,fbf6917bdd86d5862df404314e891e08,test
000194,02691156,03335030,48b99ae8fbe0762a8ed04761eced33c6,test
000550,02691156,03335030,a61bb94e08709f2bd0734afa0d357999,test
000715,02691156,03335030,885b7ba506c9d68ab6ecbbb2e4d05900,test
000775,02691156,03335030,b5130ad12f6db8d0c83b9fdce4d2e0e7,test
000816,02691156,03335030,8383e10a1d1faf89c7749c7e68c22ddc,test
000835,02691156,03335030,a0c9b929b9a57fc8f0ea53ad10b4d47,test
000849,02691156,03335030,8fa9e2e8dbed43911f32208e53f871eb,test
000877,02691156,03335030,de9e093bb17848c3b2bd4a92202f8700,test
000997,02691156,03335030,369244d49f8f1308b858e64ff0fa8db3,test
001012,02691156,03335030,a657a0dec941d40772fe60ad306aa5,test
001311,02691156,03335030,464a8718f0e81ffd9a6e43b878d5b335,test
001420,02691156,03335030,1adb40469ec3636c3d64e724106730cf,test
001553,02691156,03335030,bfa8e832618454c0a179137acc8d4437,test
001672,02691156,03335030,f9a8c5ae39362284d538ebc793e748b2,test
001727,02691156,03335030,4bca81eedcc3da52b8013668e30e23b0,test
001820,02691156,03335030,552d76fdb54e5d57cf7cf1e30e2f5267,test
001961,02691156,03335030,c087319ca6126c51c5b0cf694baa734f,test
001988,02691156,03335030,5c4095795aad447f7301f2b895d332ac,test
001992,02691156,03335030,8a84a26158da1db7668586dcfb752ad,test
002067,02691156,03335030,fc44636ad5fd9754927b6179bcc6e892,test
002161,02691156,03335030,84de1d44d8795d5876817284cd40c7c1,test
002254,02691156,03335030,c207db490c4acde27b5d32a85e1b7987,test
002303,02691156,03335030,65654b5c4e488e0c961fa14fc879444e,test
002467,02691156,03335030,b152548ae1a12bcb680558279a114842,test
002485,02691156,03335030,22e4e0210f80fae813940713146922c1,test
002624,02691156,03335030,3e0561d70c7fd4f51c6e4e20f2b76086,test
002639,02691156,03335030,3fd97395c1d1479b35cfde72d9f6a4cf,test
002665,02691156,03335030,257d7b5ccd3b5c7f7c5c969e221ece01,test
002816,02691156,03335030,c58e9f5593a26f75e607cb6cb5eb37ba,test
002908,02691156,03335030,ad6e93a1db3e1da5977e4bb19a62128e,test
002990,02691156,03335030,218caa58819e10d1fe40308d822f996c,test
003265,02691156,03335030,e30e25fe047ce1ea10b08ceced9a0113,test
003290,02691156,03335030,a73be4c48272735df64801ad2940cdd5,test
003883,02691156,03335030,3713302f0330f960970864f653fa080f,test
003979,02691156,03335030,98011d15300361e54f0e6f5b218145e,test
004161,02691156,03335030,e6363b1d63f6aad3c1006ed55bc1a3fc,test
004252,02691156,03335030,1fccf0064e0aebfeb179f2ac46747670,test
004268,02691156,03335030,b552a6155c5b340e70828dc2c11733e1,test
004280,02691156,03335030,b27de883a83409a86bd2a0f0614d73d,test
004375,02691156,03335030,536f5d8e46467566643c3c243d611069,test
004515,02691156,03335030,bd48d0beb5d1acf1d2106c9042f1bde9,test
004577,02691156,03335030,efbf3d4c8877e7dc7ce8c809505eca2f,test
004662,02691156,03335030,db4e26b10e48f0202eb17a4a1756af76,test
004733,02691156,03335030,721eab5632f60887e72b7fd373921885,test
004791,02691156,03335030,cbc9d6ae9d22fcc57f3efc94c2d31dc5,test
004891,02691156,03335030,bb7d526405e9347b8f6810e1a2b6aa04,test
005679,02691156,03335030,f0d6c53d21ae5b5cd0c57f18e8d8830d,test
005700,02691156,03335030,d722973c75c85d93d0734afa0d357999,test
006091,02691156,03335030,789f032dccc6092977b7d0d4764c121d,test
006148,02691156,03335030,8a25b5ee4421f96a349a1add3c9c4a87,test
006209,02691156,03335030,f3e2df468c15795872517bb0a6b4d3ef,test
006295,02691156,03335030,446f9144536c0e47f0c7ca80512a3ddf,test
006299,02691156,03335030,9a5f4508a4337d195e48cdafd0101d9,test
006511,02691156,03335030,63ca41783e5d41f1651e8da9cf70afea,test
006543,02691156,03335030,a374b0448461438ef3d4cc10d9776c62,test
006718,02691156,03335030,3d5354863690ac7eca27bba175814d1,test
006929,02691156,03335030,62c875c3db8bbc512842bbbd2f23c97c,test
007160,02691156,03335030,edc9fefa5fb82a0443a0c73d98327de8,test
007176,02691156,03335030,2a2caad9e540dcc687bf26680c510802,test
007374,02691156,03335030,8b0d9118e9e7dc3f95c9af648ce95367,test
007727,02691156,03335030,c6c525a71215dd5a459f73e379ceb540,test
007774,02691156,03335030,90612205109d7458e84aab2e1d454e3c,test
007825,02691156,03335030,9d292c07f1dff16e1304733e0af0907,test
007838,02691156,03335030,e1e7f3843b1fb876f5156bb441883fa,test
008222,02691156,03335030,69d7ae2143c2a2709c6df67fce5fa25a,test
008249,02691156,03335030,1c798f3e8bcaaed6f34c3a85e57ba71c,test
008252,02691156,03335030,a5021faf372fa2c48f329df3701cbb3d,test
008276,02691156,03335030,39ae262853031e42aedf20f7099e25c5,test
008376,02691156,03335030,f8647af0b1ad01445de04aad18bd94c3,test
008517,02691156,03335030,eac2573ef637a0dbf31cac033b2c0831,test
008636,02691156,03335030,d276954441de1e878a3d2bbe7d58317e,test
008793,02691156,03335030,79d82d0db21dff48aedf20f7099e25c5,test
008808,02691156,03335030,f74cbd91e6fb40dfce5965228d7e8c9f,test
008991,02691156,03335030,b9ee9a1ed9296e8c598bfdaf1b614b1,test
009162,02691156,03335030,9441549e323552f2f001dddaf44c449b,test
009212,02691156,03335030,6aa1ef13aebb1935ebdda919ac927e5e,test
009285,02691156,03335030,3ad337dcef167024fe6302fece358e4a,test
009692,02691156,03335030,98168c1772b769c0ea1bd6f2443b43e7,test
009806,02691156,03335030,d1a8e79eebf4a0b1579c3d4943e463ef,test
009830,02691156,03335030,4def53f149137451b0009f08a96f38a9,test
009879,02691156,03335030,8325baeca433510f4e8c959f70e2c0d8,test
009978,02691156,03335030,48df2496242053da4ee0fb6a51564c3,test
010182,02691156,03335030,37ed9b767fb055959d61264e98b74348,test
010376,02691156,03335030,bf124ddeb1189a3cb312af71146176c8,test
010434,02691156,03335030,a3fc9ef9f611a783525e60273896d30a,test
010453,02691156,03335030,12f3fb99c95c6a7357891d676f728bc0,test
010573,02691156,03335030,fc16704314dc71ee9a6e43b878d5b335,test
010611,02691156,03335030,a14b262838529c2c81e1d9f6b27f1a92,test
010827,02691156,03335030,1deb997079e0b3cd6c1cd53dbc9f7b8e,test
011014,02691156,03335030,f4a5b28233523a4e588ed1d0f708d42f,test
011126,02691156,03335030,48cb2de06f46cde25ed29e0a9f14425,test
011173,02691156,03335030,b04ec55f4960b3b984b7ea000aa0a2b,test
011293,02691156,03335030,b34526d94a00ab55f5a25dd70eb863e0,test
011374,02691156,03335030,e416ba617d5388401b0d75a1d7e2d58,test
011491,02691156,03335030,3c2986906532a1c8cc36f752df32539d,test
011644,02691156,03335030,a516f9a6947bd0d639cb1b92881e8e76,test
011656,02691156,03335030,c510e14ac20edee814a46d7ec44fc258,test
011657,02691156,03335030,a93a20767d70220cd3b936925082270f,test
011659,02691156,03335030,b43ccbfd5e1d88bd780469afe5e05eb1,test
011686,02691156,03335030,b6a1b55eb79a383542086bcdee59b1cf,test
011691,02691156,03335030,9f9cc77c5e32664e6a8a5e39588ebf68,test
011997,02691156,03335030,f9c93ddc9b921d88a72ae0d8b7f98590,test
012096,02691156,03335030,55fabcb7e7c11560fa6bb68bdba0e663,test
012251,02691156,03335030,d12f7698698bbc8f9b10643ba761a774,test
012549,02691156,03335030,444d67950ff9a4cc1139bebb00fe5be8,test
012879,02691156,03335030,50342e9cb1a7e00e59c11002fedd14ce,test
012894,02691156,03335030,c8a7eab796be432d5de04aad18bd94c3,test
013133,02691156,03335030,5ae05c956af61890b58b3ab5dbaea0f7,test
013274,02691156,03335030,2c1fff0653854166e7a636089598229,test
013322,02691156,03335030,6cf339eb8c950ac5d556fc099c90ab45,test
013673,02691156,03335030,10aa040f470500c6a66ef8df4909ded9,test
013754,02691156,03335030,c1b5dc92221bcdad5fc84bf2b9ef981,test
013871,02691156,03335030,fac4af109beb0108b4f192eea1889928,test
013931,02691156,03335030,83ed7c81a011d72a179137acc8d4437,test
013965,02691156,03335030,ea58a51483e3604897dec65c2238cb8a,test
014401,02691156,03335030,e033b6ad34586a86cc1c9e8218bfe7fc,test
014426,02691156,03335030,b9ba988dd9a6cf426e8b6dd39a855b69,test
014447,02691156,03335030,a702da03d770f5096e2738fc9da60e6f,test
014516,02691156,03335030,c359e067e75cfa8693d4024985440d4c,test
014762,02691156,03335030,ddd06628f3bfd0b64e1dedff94c67c76,test
014773,02691156,03335030,e79e9e1c8dae48888ee1ba57de3d34e0,test
015107,02691156,03335030,14762404f34eb050bf7a28999a707afd,test
015130,02691156,03335030,7a57a9b261f60dcb2296d88107d065f6,test
015153,02691156,03335030,85da8ecc055fc6cb58328b65a4733701,test
015205,02691156,03335030,f07028f2080aaf4e75b90b083ed202b,test
015207,02691156,03335030,9e998a06601e9f944b2bd73664dd1844,test
015431,02691156,03335030,b59a7cab8e95f6eaf3a7414a84b5637,test
015459,02691156,03335030,afc975c77f6d5a1bd23d6ce2c840685b,test
015476,02691156,03335030,bea43bda17ea2ec792e07599d5caede,test
015494,02691156,03335030,4f0bf26c62bb7c8b7e1c97634acf0214,test
015545,02691156,03335030,70295db03521e219a5be3c7b80fdc3d,test
015588,02691156,03335030,c5c726006697aa19b5666ac9dae008e8,test
015737,02691156,03335030,2a906a12b740afe2fe93207afde39a32,test
015810,02691156,03335030,737629e185f4c45f99f30106e678cab1,test
015967,02691156,03335030,feb0bd0dcd155af4cc34b900bb2492e,test
016132,02691156,03335030,41fd618a15692db27359b134afde902,test
016251,02691156,03335030,aa0802b8b940b7222296d88107d065f6,test
016441,02691156,03335030,e0df54a0990000035dde10d3d9d6a06,test
016488,02691156,03335030,b75575684fa8ffaeac7e7b41e1ebe3e4,test
016513,02691156,03335030,ee0105d05a5007ab827afb33b6d5eec6,test
016605,02691156,03335030,de29a1335c332a5ef7bc9a344bb7bae5,test
016705,02691156,03335030,b46455f82ad28fb595ff232cd38210b4,test
017106,02691156,03335030,a8773829298f492cbcb9a99298d16322,test
017254,02691156,03335030,6b69e4c1cceb6e0681fa1ee3c368532e,test
017366,02691156,03335030,f24daae76836e249f0878b58b4e887bf,test
017421,02691156,03335030,69d471ccfdf9e55cace8f9c62f7ef839,test
017490,02691156,03335030,58fcba9ef405277cfc8d2548f6ad75e,test
017575,02691156,03335030,abb19f2adc42aea2579c3d4943e463ef,test
017580,02691156,03335030,46829981c5c25285bfc0a2c490b4c222,test
017677,02691156,03335030,e0b5c450de6d7fe3d87c63d8b3018b58,test
017765,02691156,03335030,66e60b297f733435fff6684ee288fa59,test
017817,02691156,03335030,67dbb0de722cf5cd7a734abc5ba1db0f,test
017868,02691156,03335030,5e29fd83e0494cd815796a932d10290d,test
017874,02691156,03335030,ee92bc35ee989f59271b3fb2659dec56,test
018061,02691156,03335030,f5403d3ffcc6bb17adce4f2283adbdbd,test
018190,02691156,03335030,79c10c1d217b4e96ee2723567c7709e6,test
018226,02691156,03335030,461891f9231fc09a3d21c2160f47f16,test
018391,02691156,03335030,e9df546c1e54af0733d72ae4e2c33411,test
018777,02691156,03335030,5b5c4dc4bd29dc8166cf1b4a8fc3914e,test
018797,02691156,03335030,c2352a98200942e5b39b85af85a55aef,test
019131,02691156,03335030,ea06bef342fbfd4236f3a2343a8221f2,test
019325,02691156,03335030,237b5aa80b3d3461d1d47c38683a697d,test
019333,02691156,03335030,e5c6ba3e7d4f2fde40acb87a6be88b3,test
019342,02691156,03335030,dc74cd06430b61f478d9c09d692f9057,test
019537,02691156,03335030,5b985bc192961c595de04aad18bd94c3,test
019575,02691156,03335030,cc0c7bf3f0f598db2a9ab3cbfdfd536c,test
019901,02691156,03335030,3ae96a1e1bb488942296d88107d065f6,test
020201,02691156,03335030,74a5f937c22aa08a3e70653c1b3170b5,test
020338,02691156,03335030,f1111840bde23096ee2723567c7709e6,test
020535,02691156,03335030,e3de366a0cfb59ed38294c37c250d7cd,test
020542,02691156,03335030,a48676cfe44fd9bee40acb87a6be88b3,test
020601,02691156,03335030,76252e1b65ede02f889919e9428eee54,test
020602,02691156,03335030,7fce28d597b3137cf24f8f5f80968450,test
021037,02691156,03335030,1b90541c9d95d65d2b48e2e94b50fd01,test
021049,02691156,03335030,89f21747e6403735d9e1375411b582e,test
021154,02691156,03335030,d3f2dcf27000283799d9d900afe054b8,test
021169,02691156,03335030,861dbd415c83e12e67c647d96462f673,test
021657,02691156,03335030,e1e5cfcabcbe26a03087f84b199fd297,test
021862,02691156,03335030,12991e9529a2b2bf9ac9930d2147598f,test
022023,02691156,03335030,97ec5b82d9757b639cb1b92881e8e76,test
022138,02691156,03335030,efc9cda06afcd8c2354ab1decf4fe605,test
022234,02691156,03335030,b81339a2f1dbc0de9598ceb95c7f0752,test
022620,02691156,03335030,1cb757280b862ae52c7575c9089791ff,test
022688,02691156,03335030,b2b3fc16b9a676f5950bd071d87a18b3,test
022732,02691156,03335030,97eb9cf6c8a11a389967b23b351d6841,test
022750,02691156,03335030,ebd96d07a7d68cf2fc7b6f7beb3a27ff,test
022807,02691156,03335030,bf5d6902e75fd8812296d88107d065f6,test
023145,02691156,03335030,d109c08886c2a3dabdf566b587d6b21,test
023225,02691156,03335030,7d226c520a29c7705e28caa3b26a73fd,test
023258,02691156,03335030,daeb27ada93505b1e24e4b657f0a298,test
023266,02691156,03335030,cc80380c511ec8e2c91a9d486db717,test
023703,02691156,03335030,d6bf9fb6149faabe36f3a2343a8221f2,test
023752,02691156,03335030,715623df7ed5a6fc2296d88107d065f6,test
023765,02691156,03335030,4e2322d4f1c0d29df96e777471c18dbe,test
024134,02691156,03335030,94379090010cd6bb874c9ce092a813ef,test
041056,02828884,02738535,131edf0948b60ee6372c8cd7d07d8ddc,test
000190,02828884,02828884,c96afd58ad067a6871b66f80cfaa9877,test
000257,02828884,02828884,dd97603ce7538c15be5bbc844e6db7e,test
000262,02828884,02828884,c6dbedf2028735ccd2b12aa6a0f050b3,test
000278,02828884,02828884,d8c1f1b9bdbd697b849cf9ca1e2dcbed,test
000313,02828884,02828884,974668cad6e15520c955e5ed03ef3a2f,test
000348,02828884,02828884,866b0fab7a3e54053555de1e3169ac6e,test
000509,02828884,02828884,fb861f0e4e7f528fccda8d28b44378b7,test
000833,02828884,02828884,22031fe0420834a9ad5067eac75a07f7,test
000993,02828884,02828884,87c34f2d5d53a51768679c90b064f491,test
001413,02828884,02828884,373ae08d8903dc10ba929f7d2edd1706,test
001528,02828884,02828884,e6a3b8946b66b83065ba78ad9601cf1b,test
001634,02828884,02828884,b3974f214dd4af93601104cd2d998272,test
001640,02828884,02828884,9b5dfec7d45eeca94c8c340ea700916e,test
001749,02828884,02828884,db4aeb6354f5bd0dd4d8765e3910f617,test
001824,02828884,02828884,a5a9a0be36997bd82f549c6b85154162,test
001891,02828884,02828884,6df5b51b250a823b147d36b9f2f13116,test
002187,02828884,02828884,b4ae95fbb879bed0ee38cd6552dcaadc,test
002189,02828884,02828884,366db933a2c99444f4fb4dee5181bee,test
002406,02828884,02828884,9c9fc31bba4881794620a50068fc504d,test
002454,02828884,02828884,aa2571b8067d6d5383c4907a93b0fbc1,test
002545,02828884,02828884,6b4e4125c1a680cd2cc92e3c03668ea8,test
002823,02828884,02828884,42ffe8d78c2e8da9d40c07d3c15cc681,test
002880,02828884,02828884,eb038519c5ba87b663b2acb037dfbcde,test
002883,02828884,02828884,fc7785be580a926a3409d1e6da3f019,test
002955,02828884,02828884,23ce36288382e8285710c881d369ccb3,test
003001,02828884,02828884,a8e987a6a6486b962d6c8e51365a5a87,test
003082,02828884,02828884,4647754b7c5b31cccb2a965e75be701c,test
003424,02828884,02828884,957596b8dc4cba37ad5067eac75a07f7,test
003471,02828884,02828884,a4491b4a67356be5184c1614f4105c8b,test
003529,02828884,02828884,218b98805019ba7df11e0e33e4b1b85c,test
003684,02828884,02828884,2e2518a8a2f335ae76bc197b3a3ffc0,test
004012,02828884,02828884,1b78416210cbdcf1b184e775cf66758c,test
004057,02828884,02828884,89f810f17284aceb85ef4356ea4ff622,test
004181,02828884,02828884,2eea9c22b37967006e40121acd58a004,test
004289,02828884,02828884,94420ab399ce8a1561e51a63d5bc6e46,test
